0ee135a3cccc_07,385,377,1753,1023
0ee135a3cccc_08,529,377,1661,1026
0ee135a3cccc_09,625,377,1448,1022
0ee135a3cccc_10,338,377,1354,1032
0ee135a3cccc_11,186,377,1502,1040
0ee135a3cccc_12,134,376,1665,1017
0ee135a3cccc_13,124,374,1785,961
0ee135a3cccc_14,222,374,1796,1035
0ee135a3cccc_15,372,373,1753,1079
0ee135a3cccc_16,522,373,1617,1091
0eeaf1ff136d_01,510,388,1437,1131
0eeaf1ff136d_02,190,384,1358,1141
0eeaf1ff136d_03,44,384,1508,1122
0eeaf1ff136d_04,1,388,1650,1060
0eeaf1ff136d_05,42,389,1731,983
0eeaf1ff136d_06,179,391,1727,1028
0eeaf1ff136d_07,364,391,1705,1046
0eeaf1ff136d_08,525,391,1594,1038
0eeaf1ff136d_09,576,389,1382,1021
0eeaf1ff136d_10,319,389,1362,1035
0eeaf1ff136d_11,201,384,1532,1040
0eeaf1ff136d_12,186,384,1720,1018
0eeaf1ff136d_13,192,384,1862,973
0eeaf1ff136d_14,276,382,1914,1060
0eeaf1ff136d_15,422,383,1881,1121
0eeaf1ff136d_16,566,383,1757,1138
11acc40dc0ea_01,525,257,1352,993
11acc40dc0ea_02,323,260,1339,1010
11acc40dc0ea_03,166,259,1525,1008
11acc40dc0ea_04,111,259,1671,972
11acc40dc0ea_05,134,255,1720,932
11acc40dc0ea_06,212,254,1727,968
11acc40dc0ea_07,336,252,1714,998
11acc40dc0ea_08,497,253,1598,1003
11acc40dc0ea_09,538,249,1349,983
11acc40dc0ea_10,319,253,1377,1005
11acc40dc0ea_11,192,254,1517,1007
11acc40dc0ea_12,153,255,1661,980
11acc40dc0ea_13,151,255,1740,935
11acc40dc0ea_14,194,256,1766,973
11acc40dc0ea_15,327,269,1714,1010
11acc40dc0ea_16,482,284,1594,1015
11f3dc041cfb_01,632,338,1336,936
11f3dc041cfb_02,407,338,1362,949
11f3dc041cfb_03,278,339,1540,943
11f3dc041cfb_04,242,341,1673,915
11f3dc041cfb_05,246,343,1723,876
11f3dc041cfb_06,300,345,1718,911
11f3dc041cfb_07,409,348,1686,933
11f3dc041cfb_08,559,349,1528,937
11f3dc041cfb_09,602,351,1292,922
11f3dc041cfb_10,336,351,1354,933
11f3dc041cfb_11,207,349,1498,930
11f3dc041cfb_12,190,348,1611,906
11f3dc041cfb_13,197,344,1661,871
11f3dc041cfb_14,261,343,1671,907
11f3dc041cfb_15,402,341,1643,938
11f3dc041cfb_16,576,339,1521,948
11fcda0a9e1c_01,576,320,1351,993
11fcda0a9e1c_02,362,307,1330,986
11fcda0a9e1c_03,218,321,1489,967
11fcda0a9e1c_04,177,309,1641,937
11fcda0a9e1c_05,192,309,1749,885
11fcda0a9e1c_06,286,263,1764,937
11fcda0a9e1c_07,432,246,1742,966
11fcda0a9e1c_08,551,148,1633,968
11fcda0a9e1c_09,621,169,1410,952
11fcda0a9e1c_10,344,309,1322,967
11fcda0a9e1c_11,186,163,1455,967
11fcda0a9e1c_12,151,144,1605,940
11fcda0a9e1c_13,158,261,1718,883
11fcda0a9e1c_14,257,275,1738,937
11fcda0a9e1c_15,413,303,1705,967
11fcda0a9e1c_16,568,317,1577,987
120c1dc7b116_01,619,347,1307,913
120c1dc7b116_02,430,347,1354,925
120c1dc7b116_03,317,348,1523,925
120c1dc7b116_04,284,349,1660,903
120c1dc7b116_05,291,351,1716,871
120c1dc7b116_06,336,353,1723,905
120c1dc7b116_07,443,356,1693,933
120c1dc7b116_08,574,358,1562,941
120c1dc7b116_09,628,359,1322,930
120c1dc7b116_10,370,359,1336,941
120c1dc7b116_11,224,358,1474,938
120c1dc7b116_12,190,357,1579,912
120c1dc7b116_13,194,354,1624,875
120c1dc7b116_14,256,352,1628,903
120c1dc7b116_15,387,349,1590,923
120c1dc7b116_16,559,348,1470,926
1258cf954183_01,529,291,1262,906
1258cf954183_02,364,290,1279,908
1258cf954183_03,235,288,1461,908
1258cf954183_04,205,290,1613,881
1258cf954183_05,224,292,1686,846
1258cf954183_06,284,294,1705,872
1258cf954183_07,396,296,1703,907
1258cf954183_08,538,298,1588,920
1258cf954183_09,606,298,1345,907
1258cf954183_10,364,299,1324,923
1258cf954183_11,207,299,1446,929
1258cf954183_12,141,298,1570,905
1258cf954183_13,130,296,1633,862
1258cf954183_14,182,294,1635,888
1258cf954183_15,321,292,1588,917
1258cf954183_16,478,291,1476,921
125cadcb9feb_01,533,364,1412,1097
125cadcb9feb_02,263,348,1345,1098
125cadcb9feb_03,85,340,1485,1080
125cadcb9feb_04,35,341,1633,1036
125cadcb9feb_05,53,333,1738,957
125cadcb9feb_06,190,327,1740,1007
125cadcb9feb_07,347,325,1720,1031
125cadcb9feb_08,488,366,1615,1030
125cadcb9feb_09,583,365,1394,1008
125cadcb9feb_10,312,325,1324,1022
125cadcb9feb_11,171,317,1469,1026
125cadcb9feb_12,139,321,1635,1003
125cadcb9feb_13,153,333,1802,948
125cadcb9feb_14,254,353,1845,1022
125cadcb9feb_15,402,326,1826,1068
125cadcb9feb_16,553,336,1680,1091
1390696b70b6_01,484,327,1354,1100
1390696b70b6_02,282,327,1345,1121
1390696b70b6_03,168,323,1545,1118
1390696b70b6_04,141,316,1787,1066
1390696b70b6_05,188,301,1897,1030
1390696b70b6_06,278,282,1894,1086
1390696b70b6_07,460,259,1912,1131
1390696b70b6_08,583,251,1787,1130
1390696b70b6_09,545,252,1545,1111
1390696b70b6_10,246,247,1360,1131
1390696b70b6_11,59,251,1444,1143
1390696b70b6_12,23,272,1654,1106
1390696b70b6_13,0,292,1742,1050
1390696b70b6_14,74,309,1778,1073
1390696b70b6_15,344,321,1723,1131
1390696b70b6_16,565,327,1560,1123
13cad6eeabe8_01,553,231,1319,933
13cad6eeabe8_02,323,229,1294,948
13cad6eeabe8_03,126,229,1437,943
13cad6eeabe8_04,63,229,1528,902
13cad6eeabe8_05,83,231,1547,855
13cad6eeabe8_06,168,229,1536,872
13cad6eeabe8_07,319,229,1530,888
13cad6eeabe8_08,503,229,1444,886
13cad6eeabe8_09,557,232,1266,867
13cad6eeabe8_10,392,232,1322,881
13cad6eeabe8_11,314,202,1480,886
13cad6eeabe8_12,304,232,1650,872
13cad6eeabe8_13,306,231,1744,845
13cad6eeabe8_14,325,231,1778,886
13cad6eeabe8_15,404,231,1742,931
13cad6eeabe8_16,525,232,1617,948
151c7f2d4183_01,611,428,1380,1065
151c7f2d4183_02,377,428,1319,1080
151c7f2d4183_03,208,425,1497,1076
151c7f2d4183_04,156,429,1628,1038
151c7f2d4183_05,160,429,1673,998
151c7f2d4183_06,220,431,1660,1025
151c7f2d4183_07,340,431,1652,1051
151c7f2d4183_08,508,431,1534,1053
151c7f2d4183_09,589,431,1294,1032
151c7f2d4183_10,374,431,1315,1046
151c7f2d4183_11,252,431,1467,1047
151c7f2d4183_12,224,429,1622,1022
151c7f2d4183_13,231,429,1716,985
151c7f2d4183_14,282,428,1738,1025
151c7f2d4183_15,405,428,1723,1063
151c7f2d4183_16,557,428,1617,1074
154ee2b6d27a_01,508,308,1424,1075
154ee2b6d27a_02,250,308,1367,1056
154ee2b6d27a_03,91,309,1521,1033
154ee2b6d27a_04,29,309,1693,992
154ee2b6d27a_05,76,308,1823,923
154ee2b6d27a_06,210,308,1853,978
154ee2b6d27a_07,374,308,1823,1004
154ee2b6d27a_08,514,307,1703,1002
154ee2b6d27a_09,580,307,1448,982
154ee2b6d27a_10,274,307,1362,998
154ee2b6d27a_11,111,306,1513,1003
154ee2b6d27a_12,68,307,1686,978
154ee2b6d27a_13,91,307,1832,922
154ee2b6d27a_14,214,307,1888,993
154ee2b6d27a_15,389,308,1838,1035
154ee2b6d27a_16,544,308,1695,1055
169f5f6d8c9d_01,492,274,1401,1055
169f5f6d8c9d_02,233,273,1360,1082
169f5f6d8c9d_03,106,273,1506,1072
169f5f6d8c9d_04,55,268,1663,1026
169f5f6d8c9d_05,100,261,1759,962
169f5f6d8c9d_06,222,251,1761,1018
169f5f6d8c9d_07,372,241,1749,1046
169f5f6d8c9d_08,516,236,1645,1045
169f5f6d8c9d_09,542,231,1416,1018
169f5f6d8c9d_10,261,231,1362,1043
169f5f6d8c9d_11,143,234,1510,1045
169f5f6d8c9d_12,124,241,1663,1016
169f5f6d8c9d_13,128,252,1789,961
169f5f6d8c9d_14,218,261,1828,1031
169f5f6d8c9d_15,370,267,1783,1076
169f5f6d8c9d_16,518,272,1665,1083
16f0ec26d608_01,587,258,1298,953
16f0ec26d608_02,432,258,1298,972
16f0ec26d608_03,344,288,1412,967
16f0ec26d608_04,327,259,1506,938
16f0ec26d608_05,327,254,1545,895
16f0ec26d608_06,374,249,1536,947
16f0ec26d608_07,473,239,1512,973
16f0ec26d608_08,568,237,1427,975
16f0ec26d608_09,595,234,1274,956
16f0ec26d608_10,424,246,1274,971
16f0ec26d608_11,338,237,1375,968
16f0ec26d608_12,321,239,1476,938
16f0ec26d608_13,321,249,1528,886
16f0ec26d608_14,372,265,1536,936
16f0ec26d608_15,484,264,1521,966
16f0ec26d608_16,608,267,1425,967
189a2a32a615_01,580,276,1382,1020
189a2a32a615_02,360,284,1345,1050
189a2a32a615_03,227,275,1465,1050
189a2a32a615_04,190,274,1575,1016
189a2a32a615_05,190,263,1618,961
189a2a32a615_06,272,255,1607,1011
189a2a32a615_07,402,249,1590,1032
189a2a32a615_08,522,248,1506,1028
189a2a32a615_09,561,237,1345,1003
189a2a32a615_10,368,244,1311,1022
189a2a32a615_11,276,240,1442,1022
189a2a32a615_12,272,275,1575,997
189a2a32a615_13,280,292,1678,946
189a2a32a615_14,329,270,1699,1002
189a2a32a615_15,441,272,1686,1036
189a2a32a615_16,557,277,1594,1043
1952e5f91de0_01,540,250,1304,920
1952e5f91de0_02,360,247,1302,925
1952e5f91de0_03,197,278,1495,926
1952e5f91de0_04,156,255,1669,896
1952e5f91de0_05,162,270,1748,860
1952e5f91de0_06,233,258,1766,887
1952e5f91de0_07,353,258,1754,923
1952e5f91de0_08,505,255,1617,936
1952e5f91de0_09,563,296,1334,920
1952e5f91de0_10,315,256,1311,933
1952e5f91de0_11,134,264,1446,937
1952e5f91de0_12,76,254,1588,908
1952e5f91de0_13,78,254,1678,862
1952e5f91de0_14,153,250,1684,891
1952e5f91de0_15,310,278,1656,923
1952e5f91de0_16,484,264,1528,931
1a17a1bd648b_01,566,384,1364,1076
1a17a1bd648b_02,359,374,1330,1096
1a17a1bd648b_03,192,380,1493,1096
1a17a1bd648b_04,121,354,1621,1059
1a17a1bd648b_05,138,355,1661,1015
1a17a1bd648b_06,207,355,1658,1045
1a17a1bd648b_07,319,358,1641,1073
1a17a1bd648b_08,478,356,1534,1077
1a17a1bd648b_09,537,367,1304,1052
1a17a1bd648b_10,345,354,1317,1067
1a17a1bd648b_11,230,353,1457,1071
1a17a1bd648b_12,205,354,1613,1045
1a17a1bd648b_13,212,357,1703,1005
1a17a1bd648b_14,257,357,1744,1042
1a17a1bd648b_15,377,358,1706,1082
1a17a1bd648b_16,520,364,1598,1093
1aba91a601c6_01,559,442,1279,1079
1aba91a601c6_02,405,413,1238,1087
1aba91a601c6_03,267,442,1356,1093
1aba91a601c6_04,173,414,1485,1067
1aba91a601c6_05,182,409,1527,1022
1aba91a601c6_06,254,414,1505,1055
1aba91a601c6_07,392,400,1482,1088
1aba91a601c6_08,505,394,1371,1087
1aba91a601c6_09,516,397,1219,1067
1aba91a601c6_10,368,392,1206,1076
1aba91a601c6_11,259,394,1300,1080
1aba91a601c6_12,248,398,1461,1045
1aba91a601c6_13,254,403,1549,1001
1aba91a601c6_14,299,404,1585,1037
1aba91a601c6_15,458,423,1530,1077
1aba91a601c6_16,585,408,1414,1078
1adaeb44f109_01,531,304,1311,937
1adaeb44f109_02,338,304,1289,939
1adaeb44f109_03,145,306,1459,938
1adaeb44f109_04,91,306,1607,900
1adaeb44f109_05,109,307,1669,859
1adaeb44f109_06,199,308,1680,878
1adaeb44f109_07,342,309,1661,903
1adaeb44f109_08,505,311,1547,906
1adaeb44f109_09,561,311,1307,886
1adaeb44f109_10,344,311,1336,903
1adaeb44f109_11,216,311,1476,910
1adaeb44f109_12,164,309,1633,892
1adaeb44f109_13,162,308,1731,858
1adaeb44f109_14,216,308,1749,892
1adaeb44f109_15,334,307,1714,935
1adaeb44f109_16,490,306,1573,946
1ae8a68a40e4_01,516,287,1334,947
1ae8a68a40e4_02,300,287,1317,952
1ae8a68a40e4_03,121,287,1512,948
1ae8a68a40e4_04,74,288,1686,907
1ae8a68a40e4_05,85,289,1764,861
1ae8a68a40e4_06,177,291,1778,886
1ae8a68a40e4_07,308,292,1764,917
1ae8a68a40e4_08,480,293,1626,926
1ae8a68a40e4_09,550,293,1339,907
1ae8a68a40e4_10,278,294,1336,922
1ae8a68a40e4_11,111,293,1484,926
1ae8a68a40e4_12,63,293,1645,901
1ae8a68a40e4_13,68,292,1749,858
1ae8a68a40e4_14,145,291,1768,898
1ae8a68a40e4_15,307,288,1735,942
1ae8a68a40e4_16,485,288,1600,956
1b25ea8ba94d_01,490,248,1405,1047
1b25ea8ba94d_02,239,250,1360,1066
1b25ea8ba94d_03,98,251,1502,1053
1b25ea8ba94d_04,67,245,1638,1010
1b25ea8ba94d_05,103,235,1727,940
1b25ea8ba94d_06,239,224,1729,990
1b25ea8ba94d_07,381,210,1727,1011
1b25ea8ba94d_08,516,202,1645,1010
1b25ea8ba94d_09,610,198,1443,988
1b25ea8ba94d_10,347,196,1364,1008
1b25ea8ba94d_11,211,202,1525,1015
1b25ea8ba94d_12,188,208,1676,995
1b25ea8ba94d_13,181,225,1819,943
1b25ea8ba94d_14,261,233,1849,1020
1b25ea8ba94d_15,409,254,1802,1065
1b25ea8ba94d_16,540,263,1669,1070
1ba84b81628e_01,542,216,1339,928
1ba84b81628e_02,319,214,1319,946
1ba84b81628e_03,147,214,1457,945
1ba84b81628e_04,81,214,1555,907
1ba84b81628e_05,91,213,1583,860
1ba84b81628e_06,169,212,1577,881
1ba84b81628e_07,293,213,1558,902
1ba84b81628e_08,477,213,1455,901
1ba84b81628e_09,540,213,1281,881
1ba84b81628e_10,383,213,1311,892
1ba84b81628e_11,286,214,1465,897
1ba84b81628e_12,263,214,1631,878
1ba84b81628e_13,272,214,1729,847
1ba84b81628e_14,306,214,1761,886
1ba84b81628e_15,407,216,1729,928
1ba84b81628e_16,527,216,1617,944
1c5748340af8_01,544,196,1362,942
1c5748340af8_02,314,196,1317,958
1c5748340af8_03,126,196,1500,957
1c5748340af8_04,87,194,1641,920
1c5748340af8_05,85,193,1686,875
1c5748340af8_06,143,191,1665,887
1c5748340af8_07,276,189,1673,909
1c5748340af8_08,456,188,1566,910
1c5748340af8_09,533,189,1296,886
1c5748340af8_10,310,189,1309,898
1c5748340af8_11,181,191,1463,906
1c5748340af8_12,166,193,1645,891
1c5748340af8_13,166,194,1735,860
1c5748340af8_14,209,196,1755,896
1c5748340af8_15,338,197,1746,941
1c5748340af8_16,499,197,1637,958
1e6f48393e17_01,563,401,1409,1110
1e6f48393e17_02,295,401,1347,1108
1e6f48393e17_03,143,401,1491,1088
1e6f48393e17_04,89,401,1622,1047
1e6f48393e17_05,109,402,1705,977
1e6f48393e17_06,226,403,1706,1025
1e6f48393e17_07,375,403,1679,1046
1e6f48393e17_08,516,403,1585,1042
1e6f48393e17_09,600,402,1384,1018
1e6f48393e17_10,355,402,1328,1035
1e6f48393e17_11,233,402,1487,1038
1e6f48393e17_12,207,402,1648,1017
1e6f48393e17_13,220,401,1781,968
1e6f48393e17_14,301,401,1828,1037
1e6f48393e17_15,435,399,1794,1081
1e6f48393e17_16,580,399,1669,1102
1e89e1af42e7_01,529,427,1317,1057
1e89e1af42e7_02,312,427,1307,1073
1e89e1af42e7_03,158,428,1470,1066
1e89e1af42e7_04,115,429,1605,1022
1e89e1af42e7_05,141,430,1661,978
1e89e1af42e7_06,224,433,1665,1011
1e89e1af42e7_07,357,434,1650,1035
1e89e1af42e7_08,531,436,1523,1035
1e89e1af42e7_09,570,436,1315,1013
1e89e1af42e7_10,374,436,1360,1036
1e89e1af42e7_11,248,436,1512,1041
1e89e1af42e7_12,212,434,1658,1018
1e89e1af42e7_13,203,433,1736,981
1e89e1af42e7_14,257,431,1757,1028
1e89e1af42e7_15,375,429,1712,1068
1e89e1af42e7_16,520,428,1581,1078
21a7e6726ee3_01,469,302,1337,1106
21a7e6726ee3_02,226,302,1343,1126
21a7e6726ee3_03,63,294,1579,1116
21a7e6726ee3_04,23,291,1798,1062
21a7e6726ee3_05,57,287,1899,1011
21a7e6726ee3_06,158,281,1914,1062
21a7e6726ee3_07,315,272,1917,1106
21a7e6726ee3_08,508,263,1798,1117
21a7e6726ee3_09,486,261,1435,1097
21a7e6726ee3_10,136,259,1390,1123
21a7e6726ee3_11,0,264,1551,1125
21a7e6726ee3_12,0,273,1725,1083
21a7e6726ee3_13,0,282,1817,1025
21a7e6726ee3_14,23,289,1839,1077
21a7e6726ee3_15,205,293,1793,1125
21a7e6726ee3_16,419,294,1654,1136
2267f4aa0d2c_01,501,386,1403,1146
2267f4aa0d2c_02,222,386,1351,1127
2267f4aa0d2c_03,50,386,1493,1108
2267f4aa0d2c_04,8,387,1631,1048
2267f4aa0d2c_05,63,387,1727,976
2267f4aa0d2c_06,212,387,1746,1022
2267f4aa0d2c_07,390,387,1703,1041
2267f4aa0d2c_08,542,387,1588,1035
2267f4aa0d2c_09,587,387,1388,1012
2267f4aa0d2c_10,347,387,1364,1036
2267f4aa0d2c_11,217,387,1528,1042
2267f4aa0d2c_12,173,387,1701,1021
2267f4aa0d2c_13,186,386,1853,973
2267f4aa0d2c_14,278,386,1907,1057
2267f4aa0d2c_15,420,386,1862,1113
